Genotype,Animal_ID,Test_Number,genotype,age,L_vs_R,Drag_step_number_(out_of_10),Max_speed,Shoulder_sh,Shoulder_rho,Shoulder_L,Shoulder_v,Iliac_Crest_L,Knee_sh,Knee_v,Elbow_Angle_Ravg,Elbow_Angle_min,Elbow_Angle_Rmin,Hip_Angle_Ravg,Hip_Angle_Max,Hip_Angle_std,Hip_Angle_Rmax,Ankle_Angle_std,Angle_Rmin,Angle_Ravg,wrist_step_length,wrist_step_height,wrist_trajectory_length,wrist_velocity_mean,wrist_velocity_std,elbow_step_length,elbow_step_height,elbow_trajectory_length,elbow_velocity_mean,elbow_velocity_std,shoulder_step_length,shoulder_velocity_std,thoracic_spine_step_length,thoracic_spine_step_height,thoracic_spine_trajectory_length,thoracic_spine_velocity_mean,thoracic_spine_velocity_std,iliac_crest_step_length,iliac_crest_step_height,iliac_crest_velocity_mean,iliac_crestt_velocity_std,hip_step_length,hip_step_height,hip_trajectory_length,hip_velocity_mean,hip_velocity_std,knee_step_length,knee_trajectory_length,knee_velocity_std,ankle_step_length,ankle_step_height,ankle_trajectory_length,ankle_velocity_mean,ankle_velocity_std,foot_step_length,foot_step_height,foot_trajectory_length,foot_velocity_mean,foot_velocity_std,elbow_angle_max,elbow_angle_mean,elbow_angle_std,elbow_anuglar_velocity_mean,elbow_angular_velocity_std,shoulder_angle_max,shoulder_angle_min,shoulder_angle_mean,shoulder_angle_std,shoulder_anuglar_velocity_mean,shoulder_angular_velocity_std,hip_angle_min,hip_angle_mean,hip_anuglar_velocity_mean,hip_angular_velocity_std,kne_angle_max,knee_angle_min,knee_angle_mean,knee_angle_std,knee_anuglar_velocity_mean,knee_angular_velocity_std,ankle_angle_max,ankle_angle_min,ankle_angle_mean,ankle_anuglar_velocity_mean,ankle_angular_velocity_std,
13mon_WT,731,7,0,13,'right',0.67,17,0.35420543,3.18042176,2.766966931,8.925699778,2.13908807,0.24527252,6.750992841,63.50783489,40.35322144,20.04187405,94.89077947,103.785001,5.367613395,115.8335394,19.44174878,40.26356483,73.36852649,3.21128512,0.50402854,6.146231609,19.82655358,13.82168325,1.98546266,0.42100549,3.726232142,12.02010368,8.542579932,1.26513326,4.269100273,1.01671768,0.296705,2.38391169,7.69003771,2.284248343,0.88995266,0.41721177,7.130293566,2.803182731,0.88926315,0.31513333,1.712117182,5.707057272,3.082043607,1.24270534,2.025297852,3.65280508,2.24576807,1.30913511,4.876854062,16.25618021,7.567889998,3.23684597,0.87369497,6.374914996,21.24971665,9.306804571,103.2406213,63.50783489,20.04187405,416.5127258,397.5381583,76.03394083,55.83322361,67.13200445,5.584277298,154.0135886,120.1738656,85.28934438,94.89077947,115.8335394,53.08369136,100.4877664,57.86618832,77.91632983,12.42615385,310.2054432,218.7730675,112.1179022,40.26356483,73.36852649,528.5602691,445.4512841,
13mon_WT,731,8,0,13,'right',0.67,17,0.51451123,2.870620774,2.526146281,7.894207129,2.844197552,0.56793141,8.822200728,59.03581523,38.38913492,22.27680878,94.42567557,102.7640385,5.439576793,105.1078777,21.19357246,36.62173115,65.17471507,2.62589592,0.62887926,5.881383784,18.37932433,10.15904462,1.51364565,0.59096336,3.471243708,10.84763659,6.692156771,0.91928744,3.77916512,0.53765965,0.43173075,2.284484853,7.139015164,1.57094133,1.01052809,0.49171829,8.61878046,2.253596317,1.05999994,0.48562813,2.419945676,7.333168715,2.067975335,1.50873709,2.91132624,3.315595302,2.4963336,1.4450638,5.506473847,16.68628438,7.750775655,3.5755372,0.99579129,7.063638527,21.40496523,9.335697515,109.6263042,59.03581523,22.27680878,474.9688687,499.579317,75.44393368,55.26406161,65.78462062,5.93698187,151.3984666,121.0355472,85.53721091,94.42567557,105.1078777,62.69018376,105.669198,59.87439308,80.24228583,12.93410675,266.7034346,214.1052611,113.0514215,36.62173115,65.17471507,620.6323999,484.5032194,
13mon_WT,731,9,0,13,'right',0.67,17,0.35260576,2.699349024,2.591375063,8.637916875,2.565291722,0.57405746,8.126875384,63.83793855,48.49033602,18.54613085,93.60407902,100.0202594,4.265566496,82.40095589,16.2656221,42.42781099,67.48540537,2.78919851,0.64741233,5.753675103,19.17891701,13.70432829,1.71634554,0.47558934,3.364011082,11.21337027,9.040514202,1.05509729,5.384167005,0.91481816,0.21631599,2.149031331,7.163437771,2.986537258,1.01741672,0.50187397,7.773611279,1.608275181,1.02379561,0.46246481,2.258616974,6.84429386,1.830767007,1.39628124,2.681868877,2.360821488,2.32023715,1.22197598,5.206220266,15.77642505,5.685726042,3.08896399,0.97665575,6.964686613,21.10511095,6.660514495,104.8522821,63.83793855,18.54613085,444.0904714,432.772841,75.92227374,55.14693282,66.07729158,5.36640831,175.3198794,106.255441,87.00045612,93.60407902,82.40095589,49.92601181,105.669198,60.09111297,78.75328094,14.72818352,272.8625809,203.5541708,99.54991779,42.42781099,67.48540537,572.1729971,348.3609445,
13mon_WT,731,10,0,13,'right',0.67,17,0.24586814,1.929223998,1.948516238,5.90459466,2.308343011,0.43874574,6.943310191,64.00297377,46.11537179,20.3500595,96.02644753,105.2213967,5.564348034,97.8164971,20.36716281,39.72178201,67.1234994,2.07865891,0.43811813,4.962831321,15.03888279,9.551062499,0.91066801,0.50418252,2.84007438,8.606285999,5.22203779,0.24700524,2.773920347,0.51713848,0.19683505,1.793280875,5.434184471,1.328619489,1.24106193,0.37341261,6.412063918,3.659205127,1.07797718,0.38589859,2.125453563,5.904037674,2.619846045,1.38873386,2.499591669,3.022986284,2.25696182,1.18923318,5.203496148,14.45415597,6.610622683,3.24691868,0.80029826,6.598599063,18.32944184,6.514770878,110.0434304,64.00297377,20.3500595,422.1815712,480.2315511,80.80149044,59.25952655,66.95462672,6.22628084,149.5310752,108.0226893,87.06123519,96.02644753,97.8164971,63.3839635,104.0098456,59.50164213,78.80090316,11.99341397,257.0944225,177.8526727,117.6145929,39.72178201,67.1234994,555.6120855,519.8386014,
13mon_WT,732,1,0,13,'left',0,21,0.47232592,10.98548392,3.954774212,8.597335244,3.93577477,0.50881386,7.218036266,87.0436418,60.01085734,19.96971562,64.81325579,72.04424694,3.690155216,49.48837642,26.23096805,46.24276791,83.20089912,4.7479496,0.67645001,8.236025241,17.9044027,6.743689997,3.97158766,0.92666108,6.921946182,15.04770909,5.312623067,2.62219858,2.227367971,2.17126656,0.62967837,3.81999153,8.304329413,2.853494499,2.87879563,0.41331172,6.904868017,2.853686158,3.01566887,0.45081067,3.95864193,6.944985842,2.857751503,3.10403823,4.114280671,2.413003553,3.99598884,1.23916102,6.787571402,11.90802,3.380406106,5.34372902,0.72936676,9.45661028,16.59054435,6.112965497,125.0352122,87.0436418,19.96971562,322.4066181,291.0926599,111.6681887,63.78339439,82.88773161,14.82401433,235.5112187,186.0554802,59.62844545,64.81325579,49.48837642,36.57924534,83.42845766,40.81894956,57.77593679,11.77312402,196.5894456,166.6055406,137.3100471,46.24276791,83.20089912,376.5653592,325.0839807,
13mon_WT,732,2,0,13,'left',0,21,0.47960186,9.834542377,3.540435256,12.20839743,3.735983945,1.07512903,12.01438056,85.09568437,59.46824993,20.9945111,65.45479816,70.97882832,2.867980083,61.20832104,31.32488849,48.99538954,95.47789404,4.08208275,0.65547097,6.955937502,23.98599139,16.82075686,3.27649403,0.88746819,5.674434209,19.56701451,14.22945573,2.52675771,6.821724589,2.43192482,0.87667143,3.842967034,13.25161046,5.479922807,1.90292072,0.82137156,10.37773318,8.388406428,1.86593628,0.88075399,3.560420753,9.890057647,8.410233483,2.2375536,4.325177,10.17734724,3.01432133,1.3865636,9.657790677,26.82719632,20.21564496,4.04825783,1.60001892,14.09267168,39.14631023,34.75102549,129.8127151,85.09568437,20.9945111,484.2810538,481.9145282,111.9700083,68.2743787,86.20182225,16.45868098,334.1052659,304.9957512,60.38219926,65.45479816,61.20832104,46.19960526,83.72912082,32.32839183,57.10456713,13.49827297,311.7642326,371.6068384,150.505359,48.99538954,95.47789404,638.5558716,635.742032,
13mon_WT,732,3,0,13,'left',0,21,0.51919866,5.98455999,2.154441596,5.254735601,2.540113915,0.83399022,6.798443623,88.08157966,60.01165136,25.48680762,64.58494306,69.90968881,3.180812282,67.64685555,25.04664155,55.7219188,85.4911681,3.03201533,0.64132264,6.208150686,15.14183094,6.970230987,2.2710104,0.87114709,5.187683944,12.65288767,5.226706622,0.95261574,2.025906142,0.70122814,0.71313798,2.500449677,6.09865775,2.732207431,0.55605221,0.6440897,7.937855985,4.978667982,0.52284336,0.61549854,2.200823797,6.877574367,4.297452924,0.41899585,2.175501959,4.718685753,1.75965786,1.06399429,4.308802542,13.46500795,8.083744683,2.97732163,0.78334006,6.177421209,19.30444128,8.157086013,138.8016319,88.08157966,25.48680762,493.2731729,511.2623598,113.5020995,65.19349724,81.9439414,16.4056165,245.5759585,194.7662858,60.62348809,64.58494306,67.64685555,38.07373616,84.66785891,41.50656416,54.55570621,12.01335547,319.9604881,278.4003173,137.1226651,55.7219188,85.4911681,600.4467787,394.7922584,
13mon_WT,732,4,0,13,'left',,,0.56176365,6.490346551,2.336524759,7.788415862,3.23257628,0.77186036,10.98828921,90.77220547,62.36696894,24.00759667,62.56548116,67.07023164,2.192749955,56.62555876,19.98507397,53.29588796,78.55890691,2.95781469,0.62061688,6.125348217,20.41782739,8.380329903,2.17707348,0.72139943,4.764635445,15.88211815,8.452036796,0.91917658,3.298116661,0.89255714,0.7219379,2.429287898,8.097626327,3.565228786,1.4013176,0.62312054,9.507577293,4.220621842,1.59670258,0.53258228,3.310484781,9.736719945,4.94686187,2.01559448,3.73601833,7.219347151,3.65484906,1.31184584,7.38560749,21.72237497,15.07161826,4.68075943,0.98093817,9.813018419,28.86181888,22.05249435,146.4823134,90.77220547,24.00759667,652.1538471,690.3850212,111.8488356,71.41392443,84.68784254,13.44907081,325.7546774,267.5311628,58.97800299,62.56548116,56.62555876,42.81195197,92.7640897,43.65487006,60.0048649,14.42830265,310.7992398,318.1496867,126.5775,53.29588796,78.55890691,537.8173959,504.7122248,
13mon_WT,732,5,0,13,'left',,,0.47982741,9.170062579,3.301222529,6.737188834,2.960366723,0.96474647,6.38425266,88.86281882,57.55685789,19.33799127,64.23869448,70.62013161,3.353481941,54.75119758,21.7215754,53.80889931,79.38672524,4.14607763,0.73174425,7.616278651,15.54342582,5.708888037,3.35198688,0.98239774,6.164994667,12.58162177,4.159118384,2.06261253,2.229893988,1.84944772,0.86593711,3.557494858,7.260193587,2.33566289,1.43043422,0.63433791,6.884573775,2.704983547,1.50723934,0.53539372,2.702942067,6.285911785,2.476114353,1.54518604,2.745228644,2.432597962,2.74605941,1.4583829,5.904297064,13.73092341,5.468298636,4.08946514,1.02811092,8.632728075,20.0761118,6.137382546,127.3885016,88.86281882,19.33799127,350.184158,310.5719239,115.5838937,68.70072661,84.29147221,14.5690347,195.7565226,170.8972739,60.88320848,64.23869448,54.75119758,49.62861508,93.46423272,44.0626443,61.70074479,14.71170657,277.7995605,197.7881103,124.6128822,53.80889931,79.38672524,480.4205159,347.1048524,
13mon_WT,732,6,0,13,'left',,,0.46459544,12.0170369,4.326133285,13.51916652,3.185148122,0.6420176,7.975361428,88.72168241,57.98984763,19.36115829,64.02199941,70.18315235,3.41003667,56.47751252,31.5809571,46.21861813,94.63847133,4.83491373,0.68537321,8.631492664,26.97341457,21.70716809,4.00502634,0.75124761,7.085758463,22.1429952,17.40360395,2.8158164,11.74343745,2.54237795,0.54860877,3.932195606,12.28811127,8.339570109,1.28213883,0.44523764,7.238973005,3.559452463,1.32415771,0.33327103,2.763440367,6.280546289,3.649847392,1.73222256,3.509159028,4.209107747,3.05803108,0.8164587,9.88062068,22.45595609,15.2924102,4.07041836,1.08183347,14.08612435,32.01391899,27.33719119,138.1761874,88.72168241,19.36115829,587.9768931,629.2552249,115.5838937,68.8149472,89.00287444,16.07166418,308.9862457,309.5244451,57.94081261,64.02199941,56.47751252,56.5272315,93.46423272,41.51489314,62.67705448,13.05424449,282.6010542,304.4835295,152.9972131,46.21861813,94.63847133,559.1581113,567.5998499,
13mon_WT,732,7,0,13,'left',,,0.50781453,7.923211043,2.852355975,10.56428139,3.949811919,1.10806655,17.36629319,86.71733935,59.68955245,17.87227173,61.91953114,66.66646306,2.49079684,85.72980769,21.69768871,53.48053653,84.99146132,3.55116463,0.7114555,5.69826251,21.10467596,14.38919912,2.78349828,0.91559875,4.431184197,16.41179332,11.66105107,2.08339501,5.296085119,2.13728141,0.66717553,2.896486147,10.72772647,3.702803134,3.26105023,0.76417541,17.1730953,4.207021757,3.25278282,0.71942281,3.739075084,16.25684819,4.074174121,3.21929932,3.994247433,4.849140947,3.84626198,1.3925333,5.551656624,24.1376375,15.92245736,4.69324779,1.14717358,7.07375564,30.7554593,18.33885606,116.3469292,86.71733935,17.87227173,490.9106948,315.817448,116.6148842,70.76136905,85.13536065,15.45883313,333.7450596,275.4405628,58.24850386,61.91953114,85.72980769,58.20697136,90.66207793,37.77079209,57.10721152,17.03442385,531.7338661,360.9284319,131.9329787,53.48053653,84.99146132,800.9758676,531.7152754,
13mon_WT,732,8,0,13,'left',,,0.6436944,13.55985525,4.881547891,9.962342635,3.824398578,0.86693514,6.629348132,87.40356987,61.06697292,14.53188242,63.57197494,69.64840296,3.382705247,58.44297048,21.25427897,45.23242424,80.39453078,4.94925976,0.82160523,9.065681706,18.50139124,6.329657613,4.2392869,1.01774961,7.819680499,15.95853163,5.500731968,2.93458891,3.209749252,2.7492814,0.829566,5.56139495,11.34978561,3.854337161,1.94886971,0.5622468,9.105710901,2.65643791,1.72943402,0.46227288,3.189421456,7.59386061,3.31203853,1.43170261,2.784326215,2.850659684,2.18088055,1.29198718,5.283712754,12.58026846,3.75614148,3.24490261,0.910825,6.995987249,16.6571125,8.046900926,112.9459105,87.40356987,14.53188242,266.3326262,249.4991378,120.4227677,72.4666664,86.5947081,14.67413137,203.2044691,218.6947878,59.37718818,63.57197494,58.44297048,31.10546319,91.40346722,41.72138387,59.00814583,13.37114783,281.38881,208.5420851,120.3339951,45.23242424,80.39453078,408.2466739,360.3908831,
13mon_WT,732,9,0,13,'left',,,0.74393552,9.620182303,3.463265629,15.05767665,4.154428452,0.89776814,14.54355334,86.79619733,56.42055113,21.75080469,62.87621292,68.35948616,2.074985904,59.1005407,22.38446804,43.93955043,81.08260075,4.1702714,0.81242403,6.067853952,26.38197371,18.86625477,3.35151696,0.77017191,4.873552612,21.18935918,15.57088789,2.91295529,7.428893328,2.97944642,0.46258259,3.424044447,14.88714977,3.288186,3.13661432,0.66044474,12.98258891,7.816447375,3.20344639,0.61115479,4.061274095,12.69148155,8.76631903,3.31950045,4.65393707,10.76798741,4.51467133,1.45187121,7.689265454,24.02895454,17.58133573,5.38591909,1.0812076,10.1364679,31.67646219,22.17400344,125.4211864,86.79619733,21.75080469,767.4191273,525.617345,118.9595818,73.50563952,89.54568651,14.24456844,415.4915238,353.6306946,60.12594452,62.87621292,59.1005407,67.62910432,93.76427317,39.53225687,65.57019594,16.84361275,403.3540332,347.5487542,139.4050095,43.93955043,81.08260075,696.36139,767.5350646,
13mon_WT,732,10,0,13,'left',,,0.53594673,9.72822175,3.50215983,7.147264959,3.154205529,0.70153797,6.76759941,91.84180742,64.00220686,20.54323637,62.80296808,69.1820355,3.398476286,62.05011859,20.03030092,55.77780067,80.38517837,4.01148939,0.74466109,8.005278911,16.3373039,7.693370677,3.20793032,0.90786496,6.636407188,13.54368814,6.269068861,1.80142594,3.184989655,1.59729672,0.60158873,3.90079363,7.960803327,3.484996604,1.33792544,0.50563741,8.761682024,3.000774644,1.16708565,0.46635151,2.748793939,7.635538719,3.001321052,0.70931006,2.436335788,3.224887751,1.22518826,1.44934344,4.453173395,12.3699261,5.294001739,2.31993008,1.06479371,5.845895415,16.23859837,4.877136595,137.3805846,91.84180742,20.54323637,364.3395458,389.9441904,116.3691342,71.48180228,89.26408614,15.40000801,203.421947,175.8474485,58.58587808,62.80296808,62.05011859,48.87797388,95.37185505,38.79691671,58.82525798,15.3952616,320.3733213,224.3261611,128.334998,55.77780067,80.38517837,468.4829283,379.7371875,
13mon_WT,732,1,0,13,'right',0.67,21,0.55648696,2.951021105,3.65926617,7.318532341,3.211183117,0.50461161,8.271258579,101.901992,68.11750523,26.88465675,83.62123829,89.19707726,2.941020126,57.56464602,22.74583395,60.14743286,82.41818239,4.03077174,0.72650255,9.054608502,18.109217,8.20000157,2.77312136,0.57806754,5.31176623,10.62353246,4.25126867,2.5472989,2.154906775,2.4608264,0.32251071,2.998291216,5.996582431,1.897973049,1.99618149,0.52364492,6.689964826,3.052233088,2.05081845,0.41488099,3.445460402,7.178042503,3.003605539,2.54495811,3.970204118,3.06397948,3.81999016,1.29873568,8.590793519,17.8974865,8.131636561,4.94179917,0.87205783,11.27061712,23.48045233,9.066854168,154.6655328,101.901992,26.88465675,446.0652301,493.4258311,114.3016274,78.35884594,92.12588746,11.20921951,169.393635,135.4965343,78.02033086,83.62123829,57.56464602,54.68979302,93.23544646,48.44212004,66.82675784,11.82382852,214.2407435,211.0169964,135.3153468,60.14743286,82.41818239,427.8549049,379.7154708,
13mon_WT,732,2,0,13,'right',0.67,21,0.6256634,3.472421955,3.541870394,10.73294059,3.745764926,0.73649013,12.37796908,102.8891622,76.22440093,21.32661512,86.6650632,94.08468817,5.251675096,109.8679135,23.42839716,47.11098888,77.4939205,4.45062352,0.71953958,8.799581081,26.66539722,18.83804726,2.90870238,0.78869182,5.631775309,17.06598578,13.41903355,1.89728737,9.072976733,1.32537937,0.45795107,2.428438562,7.358904734,6.361920031,2.48811722,0.56608009,13.37773188,4.163468607,2.29460049,0.59890151,3.16278579,11.29566354,3.237805214,2.53569698,3.465831344,2.671959989,3.37762928,1.4841913,5.892335417,21.04405506,10.82591498,4.32803535,1.26038635,8.23472818,29.4097435,13.29054723,139.0530791,102.8891622,21.32661512,414.9581099,463.8141526,116.3708697,75.0043468,91.43124078,11.64727836,262.7365383,249.3477204,77.18814589,86.6650632,109.8679135,51.25266533,96.21467838,47.1251356,67.09446249,14.72501945,410.2073631,253.7144925,129.1465819,47.11098888,77.4939205,765.6566784,544.5769692,
13mon_WT,732,3,0,13,'right',0.67,21,0.61959296,2.570547735,2.262082007,7.297038731,3.956190689,0.91073531,9.845459319,107.5493216,76.96586436,29.78348065,82.66180527,87.56048051,3.565963132,57.15416517,16.34963087,48.36330066,79.46555357,2.86230373,0.8372565,8.042085001,25.94220968,16.30482371,1.55421972,0.65289759,3.230583944,10.42123853,7.222943304,0.99783468,3.702545396,1.09953165,0.39383555,2.240371722,7.227005554,3.312520667,1.17724609,0.96044874,9.649245583,4.502982254,1.2289257,0.74747812,3.339293524,8.144618352,3.482079,1.8021059,4.036638321,4.711061642,3.0949049,1.50998584,6.695045283,16.32937874,9.882428484,4.23690701,1.38770892,9.943786755,24.25313843,12.34920234,167.9172833,107.5493216,29.78348065,678.3127337,543.1492234,116.3708697,77.9873784,91.48558114,11.62642924,239.9590905,162.0638821,76.64866319,82.66180527,57.15416517,56.95870294,93.87469428,44.89983203,62.77018816,13.38002312,238.6115543,247.8701241,112.8388455,48.36330066,79.46555357,441.7291009,368.4493665,
13mon_WT,732,4,0,13,'right',0.67,21,0.33787512,3.225214953,3.257467102,8.572281848,2.250578972,0.48784715,7.621426527,106.7327587,76.5978232,22.70154982,81.29591876,86.96553359,3.434932637,70.51019856,14.65462269,64.02827307,91.85802939,4.15497636,0.65854773,10.02752141,26.38821425,20.90872883,2.52277469,0.81208894,5.654248001,14.8796,11.81981891,1.56260013,7.015489558,1.26629591,0.60769438,3.128237236,8.232203254,4.958841915,0.35150719,0.48820901,6.819936279,4.683054776,0.35861778,0.4096117,2.11749586,6.416654121,2.626508657,0.75748443,2.515070754,3.204272592,2.12258053,1.24725509,4.653361158,14.10109442,8.70379791,3.13342857,1.07407079,7.11188918,21.55117933,7.876539013,152.0119817,106.7327587,22.70154982,448.7957826,555.8930823,116.6090616,75.72749828,92.04072556,13.38828359,222.2728104,218.3367489,76.08899841,81.29591876,70.51019856,41.82965435,93.01021061,48.84056767,65.71929631,11.66303764,253.242032,235.8717892,118.0738063,64.02827307,91.85802939,418.6649788,367.9228184,
13mon_WT,732,5,0,13,'right',0.67,21,0.31343639,2.156641659,2.113508826,5.283772066,3.653862664,0.73881423,7.64684358,102.6646098,67.80077049,25.98771951,81.7862702,87.55027619,3.433250054,54.68084985,17.92199341,53.62963459,80.71953146,3.25362444,0.57104939,7.923395271,19.80848818,10.46225035,1.72360468,0.67405963,3.991739823,9.979349558,4.740965151,0.77799559,2.019888635,0.77847004,0.37156701,1.935473107,4.838682767,2.124098354,2.0964756,0.74535226,7.612213884,2.603227711,2.11853695,0.58448052,3.118292449,6.496442602,2.063182486,2.3188734,3.670484918,2.178934206,3.54057694,1.25447437,6.391839692,13.31633269,5.450143557,4.63902473,0.93071783,10.19223007,21.23381265,8.260313845,154.0344994,102.6646098,25.98771951,452.5211443,411.7075469,115.4690415,77.96954935,91.171893,13.42973947,207.691101,165.6008058,76.11816254,81.7862702,54.68084985,37.91813554,94.97451,49.84766836,67.22029619,13.16978165,201.5152281,192.255382,112.8147195,53.62963459,80.71953146,495.6078816,357.4802267,
13mon_WT,732,6,0,13,'right',0.67,21,0.5564344,3.947137877,3.789252361,8.237505134,4.44507201,0.60419011,16.77386919,101.6904989,65.87675982,23.25261888,83.79666491,88.47086939,4.508022381,79.90381207,16.3086525,57.71044477,86.96507966,4.64142513,0.75776728,9.906176285,21.53516584,8.971640183,3.08062029,0.78853857,6.01826501,13.0831848,5.874259782,2.09590768,3.326232323,1.71563816,0.52079535,3.369418588,7.324823017,2.989391101,3.12079144,0.70676541,15.32783452,7.723480845,3.16765308,0.44910646,4.202792818,14.49238903,8.679460967,3.52841473,4.864422064,11.18357484,4.3542614,1.32758108,8.463256012,29.18364142,19.27192953,5.20783615,1.17858848,10.94940588,37.75657199,24.15340957,139.9153984,101.6904989,23.25261888,359.8968662,390.3572918,117.8730929,75.70757724,90.3317361,13.07712174,196.2606049,171.8585004,75.2791226,83.79666491,79.90381207,77.53280031,92.40393331,44.96705846,70.47850188,12.12468859,382.3969226,358.4716708,124.5656906,57.71044477,86.96507966,735.6333146,561.8824263,
13mon_WT,732,7,0,13,'right',0.67,21,0.40044117,4.317197089,3.583273584,17.06320754,2.880190783,0.82045996,7.863930757,102.9721787,73.4059649,27.38943953,80.38356335,86.61994944,3.908763569,84.41714207,24.19474488,54.53035303,84.01586474,4.86138248,0.58546,6.973188692,33.20566044,23.36242285,3.48424053,0.7083047,4.075307342,19.40622544,15.06339861,3.34624338,6.902847353,3.30917931,0.4206171,3.548805602,16.89907429,3.024948265,1.3713541,0.87936449,9.600635944,5.218445208,1.24251938,0.76281488,2.462123303,8.207077676,4.13460515,1.25176429,2.359179227,4.380464302,2.25548363,1.48943121,4.770165554,15.90055185,8.932150832,3.33302784,1.14130031,6.853652054,22.84550685,10.09130233,155.088871,102.9721787,27.38943953,859.0088155,617.8711374,117.6394128,74.15901505,89.35193618,14.45216682,393.7889605,310.3015337,75.5596805,80.38356335,84.41714207,44.30940804,96.89301688,48.2907434,65.16107792,13.56349325,296.4203143,250.1419748,131.1187362,54.53035303,84.01586474,762.8070772,451.0939776,
13mon_WT,732,8,0,13,'right',0.67,21,0.65617621,3.442057608,2.994590119,6.371468339,5.252187734,0.7736826,12.20760155,96.75221189,60.93024509,26.95737391,82.27786532,86.94258238,2.464183563,47.43955794,19.70575234,54.29889637,81.74283122,3.1536231,0.80558632,7.5341872,16.03018553,9.697340986,1.64763832,0.84651041,4.130616631,8.788546024,4.622753339,1.67332887,2.710885295,1.88807631,0.59773159,2.795346258,5.94754523,3.113547228,2.58186054,0.72252559,11.41779942,5.718359008,2.5724802,0.71443295,4.864686886,10.57540627,5.72732088,3.08151626,5.615496711,7.121863179,4.51298141,1.44875657,8.628415883,18.75742583,13.42782199,5.53901196,1.09071107,11.76409078,25.57411039,16.42577104,144.7881934,96.75221189,26.95737391,395.7197289,332.9147547,113.9099178,78.9286395,91.04130341,12.01922791,150.4072401,112.496,77.92407104,82.27786532,47.43955794,46.65935108,96.89301688,46.3250036,66.66000432,13.47592705,221.2079005,271.116413,122.9840506,54.29889637,81.74283122,512.6827342,515.7389081,
13mon_WT,732,9,0,13,'right',0.67,21,0.36094797,4.078548308,3.589122511,12.81829468,3.340584657,0.61986983,13.66427056,109.5131563,67.37338367,22.6991746,81.68110402,85.38991811,3.079947408,86.77787202,20.56756773,51.8049469,86.74440472,4.88045359,0.70533607,8.457548671,30.20553097,25.05364453,3.25237847,0.83226675,5.204092173,18.58604347,17.37552307,2.61369658,10.75740285,2.56756592,0.38611055,3.339432511,11.92654468,7.497321464,2.5894456,0.57784629,13.36233863,4.508450371,2.56312466,0.43973184,3.077106053,12.30842421,3.896953245,2.67483711,3.41606764,5.384665638,2.9630022,1.18924212,4.831955345,19.32782138,10.41275271,3.86060858,1.23413835,6.539804269,26.15921708,13.51723146,147.7039685,109.5131563,22.6991746,505.2942609,528.3462553,120.373848,72.86339242,93.27516027,14.95898544,343.6774651,374.5998009,75.70835866,81.68110402,86.77787202,55.96545663,93.31204178,44.37643137,66.5807701,14.93178387,378.2069432,328.7093888,123.6121961,51.8049469,86.74440472,683.1812596,363.9267738,
13mon_WT,732,10,0,13,'right',0.67,21,0.52739442,2.965221314,2.846612461,7.299006311,3.407284741,0.71843797,7.418112173,98.31275422,60.47264134,32.97021971,80.69053497,84.92104417,2.422024548,48.79645799,21.90376158,49.09364003,79.13741294,2.96244359,0.89109219,6.95352314,17.82954651,12.4525159,1.38583898,0.81634467,3.379052564,8.664237343,7.021486555,1.38026547,3.505619074,1.49851894,0.3662746,2.894410429,7.421565202,2.653421468,1.88727713,0.78033424,7.098509877,3.688003081,1.87285996,0.57178927,3.078949418,6.414477953,2.970517067,2.06228065,3.560693843,3.352171865,3.32590676,1.296646,6.79879239,14.16415081,5.590877748,4.41014337,0.95263582,10.12289236,21.08935907,8.836120358,156.3743808,98.31275422,32.97021971,532.3017502,478.5777326,120.373848,74.35096337,91.93915206,14.05395031,229.1107245,176.6551122,75.51237026,80.69053497,48.79645799,38.09338414,94.02350211,44.45574089,65.18636826,13.60880241,212.3780051,193.1885268,128.0237582,49.09364003,79.13741294,461.2640525,377.8617634,
13mon_WT,733,1,0,13,'left',2,12,0.89057493,9.567050944,3.44413834,7.028853755,3.956989166,0.77711391,9.85379325,121.4589955,88.44883039,23.0959113,67.46135585,69.81739674,1.838593171,44.62807177,15.18847159,66.53957242,87.72237179,2.27153492,0.57761515,5.465310103,21.02042347,10.90211014,1.17220687,0.61143202,2.494904254,9.595785591,7.090452528,1.08086491,3.423971657,1.14256859,0.50830412,2.075237799,7.981683843,2.779628893,1.66749859,0.60804296,7.632798187,4.412709666,1.65385008,0.54975963,3.072847727,8.086441387,4.238040187,1.92436028,3.186795933,3.597388832,3.04790735,1.07511705,5.592679804,14.71757843,8.569737068,3.87500381,0.71577427,7.405210384,19.48739575,11.81289452,120.6515933,92.57752498,14.64698636,398.9699163,252.7144462,71.52775931,48.2690957,59.4468518,6.817468039,183.4260173,110.9795469,66.18955145,68.26199216,51.56762245,34.85189331,94.57016908,46.55520073,66.93819425,14.82411046,227.8638447,214.312728,89.27894876,53.037428,75.9692256,222.1049809,268.1012776,
